Entity,CRF_Model_Found,Exact_CRF,Exact_Whitelist,CRF_Recall
THE LEGEND OF HEROES : TRAILS OF COLD STEEL - NORTHERN WAR NEW VISUAL,1.0,0.0,,inf
THE ONE-EYED PROSTHETIC - LEGGED ANTIQUE TRADER - CHAPTER 2,1.0,0.0,,inf
THE ONE-EYED PROSTHETIC - LEGGED ANTIQUE TRADER - CHAPTER 3,1.0,0.0,,inf
THE PET GIRL OF SAKURASOU TO LOVE RU TO LOVE RU DARKNESS TO LOVE RU DARKNESS 2 USHIO,1.0,0.0,,inf
TOP 10 MOST ANTICIPATED ANIME - SPRING 2022,1.0,0.0,,inf
UP! DO N’T TELL ME ! - ONESHOT,1.0,0.0,,inf
VARIOUS ARTISTS - TWENTY - FIVE TWENTY - ONE FULL OST,1.0,0.0,,inf
WATATEN ! : AN ANGEL FLEW DOWN TO ME - PRECIOUS FRIENDS NEW VISUAL,1.0,0.0,,inf
WORTH : ATTACK,1.0,0.0,,inf
18 AGAIN,,,1.0,
365: REPEAT THE YEAR,,,1.0,
ABOUT TIME,,,5.0,
ABYSS,,,21.0,
AGAIN MY LIFE,,,1.0,
ALL IN,,,47.0,
ALL OF US ARE DEAD,,,3.0,
AWAKEN,,,11.0,
BABYSITTER,,,2.0,
BAD AND CRAZY,,,1.0,
BAD GUYS,,,4.0,
BLOODY HEART,,,2.0,
BUSINESS PROPOSAL,,,31.0,
CHIP IN,,,1.0,
CRASH LANDING ON YOU,,,1.0,
CROSS,,,74.0,
DAMO,,,1.0,
DOOM AT YOUR SERVICE,,,1.0,
DR. ROMANTIC,,,3.0,
FORECASTING LOVE AND WEATHER,,,4.0,
FOREST,,,5.0,
GET REVENGE,,,1.0,
GHOST DOCTOR,,,2.0,
GIANT,,,27.0,
GOOD GIRL,,,1.0,
HER PRIVATE LIFE,,,1.0,
HIDDEN IDENTITY,,,1.0,
HOMETOWN CHA-CHA-CHA,,,8.0,
HOSPITAL PLAYLIST,,,1.0,
IMITATION,,,2.0,
ITEM,,,38.0,
KILL IT,,,1.0,
KOREAN PENINSULA,,,2.0,
LAST,,,378.0,
LIVE ON,,,3.0,
LOCAL HERO,,,2.0,
LOVE ALARM,,,1.0,
MEMORIES OF THE ALHAMBRA,,,1.0,
MILITARY PROSECUTOR DOBERMAN,,,1.0,
MINE,,,43.0,
MISTRESS,,,5.0,
MISTY,,,1.0,
MONSTROUS,,,3.0,
MY LIBERATION NOTES,,,4.0,
MY MISTER,,,1.0,
MY NAME,,,4.0,
NATURALLY,,,11.0,
NEVERTHELESS,,,2.0,
NO MATTER WHAT,,,3.0,
NOKDU FLOWER,,,1.0,
OUR BELOVED SUMMER,,,4.0,
OUR BLUES,,,4.0,
PERSONA,,,125.0,
PLAYER,,,25.0,
POSSESSED,,,1.0,
PRIEST,,,3.0,
QUEENDOM,,,5.0,
REPLY 1988,,,1.0,
RETURN,,,38.0,
ROOKIE COPS,,,2.0,
RUN ON,,,1.0,
SEARCH: WWW,,,6.0,
SHORT,,,77.0,
SING AGAIN,,,1.0,
SOMEBODY,,,7.0,
SPONSOR,,,4.0,
STRANGER,,,10.0,
SWEET HOME,,,1.0,
TELL ME,,,17.0,
TEMPTED,,,2.0,
THE CURSED,,,1.0,
THE DEVIL,,,1.0,
THE END OF THE WORLD,,,2.0,
THE KILLER'S SHOPPING LIST,,,2.0,
THE KING'S AFFECTION,,,1.0,
THE KING: ETERNAL MONARCH,,,8.0,
THE TALE OF NOKDU,,,1.0,
THE TIME,,,68.0,
THE UNCANNY COUNTER,,,1.0,
THE VIRUS,,,2.0,
THIRTY-NINE,,,1.0,
THREE DAYS,,,4.0,
TIMES,,,136.0,
TOP MANAGEMENT,,,1.0,
TOUCH YOUR HEART,,,2.0,
TRAIN,,,63.0,
TRAP,,,23.0,
TRIO,,,10.0,
TUNNEL,,,2.0,
TWENTY-FIVE TWENTY-ONE,,,18.0,
TWO WEEKS,,,11.0,
VAGABOND,,,10.0,
VOICE,,,72.0,
WATCHER,,,51.0,
WELCOME,,,29.0,
WHAT'S WRONG WITH SECRETARY KIM,,,1.0,
WHISPER,,,8.0,
WHY HER,,,1.0,
YOUTH,,,17.0,
